instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_equity_vol,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_sigmaE_count,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m,m_solver_status
HOPE,2022,13626378600.378916,E_pb,False,13626378600.378916,5555001790.50699,15786370732.578856,1188713000.0,0.2594552422916238,0.1148638105729059,0.2478537133096325,0.272725097,11.154904573241032,3.38827435665313e-29,ok,1.0,0.032962453,0.047162453,3.324678894,8.551589434,1.207590985,1.041772954,15.8938172,31.0697752,31.28133104,26.67188767,26.67188767,17.43215031,33.34952573,25.58979743,25.75369184,25.75369184,9.860814419,0.06202685,0.758041104,11.97,25.61834,4.417526787,17.6269762,82.3730238,19164.491,1188.713,0.21398967,0.0,0.0,0.0141999999999999,1188713000.0,HOPE,,,HOPE,1530733627.29,0.236703952333144,0.2594552422916238,1530733627.29,1188713000.0,0.0141999999999999,1.0,0.2594552422916238,3.0,2021.0,2019.0,2702686183.229374,0.1469489391451573,0.0,7.0,converged,5.7596329183453365,5.612683979200179,5.612683979200179,9.960611076436729e-09,converged
HOPE,2023,11785263825.455528,E_pb,False,11785263825.455528,18734307270.60302,17366535630.315872,1903995000.0,0.2589079178932323,0.1147269794733081,0.2388542547002794,0.047162453,8.336857828528533,3.8145349056946715e-17,ok,1.0,-0.036307694,0.013192306,3.655212985,7.762892737,1.19000058,1.106364752,15.2370401,27.08799477,42.62549611,28.97331844,28.97331844,15.8938172,31.0697752,31.28133104,26.67188767,26.67188767,9.85909262,0.099521355,0.684094927,13.92,25.61834,4.898032311,9.225540811,90.77445919,19131.522,1903.995,0.10163146,0.0,0.0,0.0495,1903995000.0,HOPE,,,HOPE,1451131574.88,0.5451902960394677,0.2589079178932323,1451131574.88,1903995000.0,0.0495,1.0,0.2589079178932323,3.0,2022.0,2020.0,3263173429.1678967,0.1151362339625071,0.0,6.0,converged,5.166696979881375,5.051560745918868,5.051560745918868,2.1910726195187818e-07,converged
HTBK,2018,4084075803.8068542,E_pb,False,4084075803.8068542,645645773.6925381,2918597154.2061267,39369000.0,0.191261164647664,0.097815291161916,0.1903689808624308,0.044898351,24.574611164106145,1.1802886010297375e-133,insufficient_returns,0.0,-0.284532563,-0.266432563,1.39761955,7.072192998,0.740410393,0.713324094,21.58687943,13.42227179,77.6182545,34.60001843,34.60001843,22.15799615,15.04601655,71.01921757,33.02974253,33.02974253,8.038047743,0.012713777,1.335890735,15.0,37.72658,2.647581852,5.747175279,94.25282472,3096.562,39.369,0.06097616,0.0,0.0,0.0181,39369000.0,HTBK,,,HTBK,698492970.0,0.2545129453768367,,698492970.0,39369000.0,0.0181,1.0,,0.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
HTBK,2019,5374943919.975971,E_pb,False,5374943919.975971,516179613.88724285,3814722994.610755,39882000.0,0.191261164647664,0.097815291161916,0.1905729046035857,-0.266432563,24.276165321232483,1.7503880196217729e-130,insufficient_returns,0.0,0.031115817,0.052515817,1.309000866,6.518250896,0.863506571,0.823866394,20.28455285,11.13905151,66.91817892,29.61551396,29.61551396,21.58687943,13.42227179,77.6182545,34.60001843,34.60001843,8.321047642,0.009704918,1.320761012,14.6,37.72658,2.023739185,7.172226765,92.82777323,4109.463,39.882,0.077263803,0.0,0.0,0.0214,39882000.0,HTBK,,,HTBK,790270265.0,0.1963977596579922,,790270265.0,39882000.0,0.0214,1.0,,1.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
HTBK,2020,4225313238.487596,E_pb,False,4225313238.487596,398946388.0102777,4214315950.8177176,39740000.0,0.2255305623464638,0.1063826405866159,0.2244203913483603,0.052515817,20.957031747813375,8.093590417995688e-98,ok,1.0,-0.324244274,-0.319844274,1.000495771,7.742354661,1.238956586,1.166590595,18.99807322,6.301510349,73.64039062,29.63608976,29.63608976,20.28455285,11.13905151,66.91817892,29.61551396,29.61551396,8.441200305,0.008575534,0.919671154,16.5,37.72658,2.073703018,9.058863227,90.94113677,4634.114,39.74,0.099612382,0.0,0.0,0.0044,39740000.0,HTBK,,,HTBK,546352085.0,0.4385817183362345,0.2255305623464638,546352085.0,39740000.0,0.0044,1.0,0.2255305623464638,2.0,2019.0,2018.0,585917613.1196266,0.2103010563473192,0.0,4.0,converged,12.92116295072702,12.710861894379702,12.710861894379702,2.5732032234580324e-37,converged
HTBK,2021,6577161995.725066,E_pb,False,6577161995.725066,701027619.5751634,5203082488.2525215,39925000.0,0.2013425428410085,0.1003356357102521,0.2007331053695349,-0.319844274,23.764972173140613,3.846914147958945e-125,ok,1.0,0.308848664,0.309248664,1.76083835,1.54372663,1.166699328,1.120833772,22.77871804,22.7213379,68.48301088,36.69357327,36.69357327,18.99807322,6.301510349,73.64039062,29.63608976,29.63608976,8.612395911,0.007259871,1.204722277,14.4,28.14853,2.043455807,5.388333756,94.61166624,5499.409,39.925,0.056952107,0.0,0.0,0.0004,39925000.0,HTBK,,,HTBK,720457653.78,0.3470759101745705,0.2013425428410085,720457653.78,39925000.0,0.0004,1.0,0.2013425428410085,3.0,2020.0,2018.0,760366686.9735748,0.1907747650006362,0.0,4.0,converged,15.543961546237371,15.353186781236737,15.353186781236737,1.6860321514896635e-53,converged
HTBK,2022,6401958432.63691,E_pb,False,6401958432.63691,689193998.5652153,4879009625.599476,39350000.0,0.3163125344601774,0.1290781336150443,0.3151687181454788,0.309248664,16.999066504583,4.1719014679097364e-65,ok,1.0,0.115214898,0.129414898,2.957923117,8.220525449,0.998304655,0.95891803,23.56427534,20.88803179,75.26350093,38.57920542,38.57920542,22.77871804,22.7213379,68.48301088,36.69357327,36.69357327,8.548222756,0.007629547,1.250814917,14.8,28.06106,3.941534523,5.40118378,94.59881622,5157.58,39.35,0.05709568,0.0,0.0,0.0141999999999999,39350000.0,HTBK,,,HTBK,791085399.0,0.3411143241798353,0.3163125344601774,791085399.0,39350000.0,0.0141999999999999,1.0,0.3163125344601774,3.0,2021.0,2019.0,829880577.5550783,0.301525586090419,0.0,4.0,converged,10.309057725246726,10.007532139156307,10.007532139156307,7.061579411333207e-24,converged
HTH,2016,16927131535.78636,E_pb,False,16927131535.78636,3898850755.866917,8482357540.573986,1956102000.0,0.191261164647664,0.097815291161916,0.1815811667982063,0.044898351,12.64301374287956,6.113783365940654e-37,insufficient_returns,0.0,0.224396207,0.226396207,1.640256862,3.932546374,0.433559354,0.327943409,21.15270351,37.18925597,37.86547213,32.07744093,32.07744093,18.2821119,38.11949221,43.64174837,34.61829755,34.61829755,9.452349798,0.153563548,1.569949391,19.34,35.80877,2.320407585,33.40935583,66.59064417,12738.062,1956.102,0.501712459,0.0,0.0,0.002,1956102000.0,HTH,,,HTH,1911824960.0,0.157215860270765,,1911824960.0,1956102000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
HTH,2017,14813998505.475842,E_pb,False,14813998505.475842,3140743509.833256,8645006675.019976,1715066000.0,0.191261164647664,0.097815291161916,0.1815651627715376,0.226396207,13.634675108890695,1.2454885963471123e-42,insufficient_returns,0.0,0.229507435,0.237507435,1.398096576,5.590988878,1.023945593,0.758577203,22.15799615,36.67505939,33.38480897,30.20936069,30.20936069,21.15270351,37.18925597,37.86547213,32.07744093,32.07744093,9.500453437,0.128317631,1.271509272,18.78,35.93792,1.942610164,35.31987812,64.68012188,13365.786,1715.066,0.546070061,0.0,0.0,0.008,1715066000.0,HTH,,,HTH,1625051216.0,0.2239685373534297,,1625051216.0,1715066000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
HTH,2018,10479656552.830109,E_pb,False,10479656552.830109,2145313805.455176,8180061456.989067,1443358000.0,0.0338580912204317,0.0584645228051079,0.0368368588569071,0.237507435,63.74938623725742,0.0,ok,0.0,-0.252340447,-0.234240447,1.722813647,5.717552507,0.798641076,0.549200455,21.58687943,36.0346843,34.95780591,30.45801354,30.45801354,22.15799615,36.67505939,33.38480897,30.20936069,30.20936069,9.523951268,0.105481083,0.856166122,17.47,32.49233983,2.759454201,40.21983838,59.78016162,13683.572,1443.358,0.672795745,0.0,0.0,0.0181,1443358000.0,HTH,,,HTH,1143887216.0,0.1280933579402409,0.0078568246661098,1143887216.0,1443358000.0,0.0181,1.0,0.0078568246661098,2.0,2017.0,2016.0,2561355445.4320908,0.0035088145654159,0.0,6.0,converged,35.0,35.0,35.0,1.1249107064724061e-268,converged
HTH,2019,14348468229.09192,E_pb,False,14348468229.09192,3432321754.3381824,9917619504.225288,1818608000.0,0.269213561622079,0.1173033904055197,0.2521254345704679,-0.234240447,7.610820416888449,1.3618072622152981e-14,ok,0.0,0.096135665,0.117535665,1.399421899,5.043579958,0.842732175,0.609348455,20.28455285,31.99916018,24.3117903,24.62382796,24.62382796,21.58687943,36.0346843,34.95780591,30.45801354,30.45801354,9.62723643,0.11986253,1.074482563,17.55,27.71407549,1.829669562,34.63401882,65.36598118,15172.448,1818.608,0.529847762,0.0,0.0,0.0214,1818608000.0,HTH,,,HTH,1599389136.0,0.2004026490887536,0.269213561622079,1599389136.0,1818608000.0,0.0214,1.0,0.269213561622079,3.0,2018.0,2016.0,3379492381.5324507,0.1274088804144041,0.0,9.0,converged,5.095175871903914,4.967766991489509,4.967766991489509,3.3864136666834626e-07,converged
HTH,2020,15288583292.74377,E_pb,False,15288583292.74377,1757177751.21301,9969147825.56097,1229445000.0,0.2451821509076654,0.1112955377269163,0.2352169041951194,0.117535665,11.426737114731877,1.537227418685168e-30,ok,1.0,-0.011744596,-0.007344596,1.127206737,5.310613921,1.187564838,0.771047421,21.58265968,41.59931644,36.20759086,34.04017411,34.04017411,20.28455285,31.99916018,24.3117903,24.62382796,24.62382796,9.737684648,0.072558183,0.97287683,22.34,22.79264609,1.465570142,41.16505842,58.83494158,16944.264,1229.445,0.699670252,0.0,0.0,0.0044,1229445000.0,HTH,,,HTH,1764909552.0,0.480740842617669,0.2451821509076654,1764909552.0,1229445000.0,0.0044,1.0,0.2451821509076654,3.0,2019.0,2017.0,2988956877.595843,0.1447743606875232,0.0,6.0,converged,6.238959796394362,6.094185435706839,6.094185435706839,5.499804804150011e-10,converged
HTH,2021,19074348573.79344,E_pb,False,19074348573.79344,2845954084.001553,12681813769.864029,1348104000.0,0.178336404846888,0.094584101211722,0.172807841853202,-0.007344596,15.599175657294438,3.687005954435423e-55,ok,1.0,0.1628675,0.1632675,1.172738353,1.46660781,1.089336855,0.795818401,24.13149672,41.60008132,39.90551072,35.96433008,35.96433008,21.58265968,41.59931644,36.20759086,34.04017411,34.04017411,9.835694675,0.072133246,1.09995819,23.75,22.13793352,1.363886525,32.14318859,67.85681141,18689.08,1348.104,0.473691409,0.0,0.0,0.0004,1348104000.0,HTH,,,HTH,2774627307.06,0.2271316818299127,0.178336404846888,2774627307.06,1348104000.0,0.0004,1.0,0.178336404846888,3.0,2020.0,2018.0,4122192173.294363,0.1200373582698094,0.0,5.0,converged,9.3745017535685,9.254464395298688,9.254464395298688,1.0765357225967547e-20,converged
HTH,2022,14186472530.345078,E_pb,False,14186472530.345078,1535056620.343195,8582269469.412198,1373139000.0,0.088312860163369,0.0720782150408422,0.0868801493064542,0.1632675,29.777488104895763,3.8223995895345954e-195,ok,1.0,-0.102880569,-0.088680569,3.484292082,6.805739242,1.077497724,0.635421014,22.70416476,47.47168535,37.63049305,38.09295882,38.09295882,24.13149672,41.60008132,39.90551072,35.96433008,35.96433008,9.696419225,0.084452622,0.952998539,20.98,22.22393647,4.540087155,47.21618415,52.78381585,16259.282,1373.139,0.894520099,0.0,0.0,0.0141999999999999,1373139000.0,HTH,,,HTH,1941185596.25,0.3690224195044005,0.088312860163369,1941185596.25,1373139000.0,0.0141999999999999,1.0,0.088312860163369,3.0,2021.0,2019.0,3294963809.3697085,0.0520283872457775,0.0,7.0,converged,17.12237008039527,17.070341693149494,17.070341693149494,1.2337575156036277e-65,converged
HTH,2023,16405822670.081535,E_pb,False,16405822670.081535,1846410440.6593273,9710856951.134758,1284604000.0,0.1285832138332986,0.0821458034583246,0.1252111254020896,-0.088680569,20.174354614586232,8.224837870628443e-91,ok,1.0,0.005749967,0.055249967,3.498754579,6.455729837,1.117469162,0.728991394,23.09321384,49.43480201,44.6172835,41.88599518,41.88599518,22.70416476,47.47168535,37.63049305,38.09295882,38.09295882,9.709113414,0.078010828,1.080582208,22.34,23.40459,4.525300888,41.02836394,58.97163606,16466.996,1284.604,0.695730468,0.0,0.0,0.0495,1284604000.0,HTH,,,HTH,2293678058.42,0.2844248543647154,0.1285832138332986,2293678058.42,1284604000.0,0.0495,1.0,0.1285832138332986,3.0,2022.0,2020.0,3516242311.3832994,0.0838760444211515,0.0,5.0,converged,12.63721956974023,12.55334352531908,12.55334352531908,1.9053636183106477e-36,converged
HWBK,2018,1675398344.856272,E_pb,False,1675398344.856272,282278966.96556544,926218141.3264248,169286000.0,0.191261164647664,0.097815291161916,0.1826856714024275,0.044898351,13.228652077322383,2.997645818094589e-40,insufficient_returns,0.0,-0.174490622,-0.156390622,1.887340759,3.75864341,0.241654271,0.173122441,21.58687943,32.37173988,36.59893404,29.23199923,29.23199923,22.15799615,37.42330575,29.33768016,29.12352451,29.12352451,7.300933208,0.114252586,1.276595132,13.28,33.99202,3.007367463,37.48873636,62.51126364,1481.682,169.286,0.599711703,0.0,0.0,0.0181,169286000.0,HWBK,,,HWBK,119808116.5918,0.1443641456070487,,119808116.5918,169286000.0,0.0181,1.0,,0.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
HWBK,2019,1835410173.64298,E_pb,False,1835410173.64298,338766536.6002799,986968377.7686504,173677000.0,0.191261164647664,0.097815291161916,0.1831831682409893,-0.156390622,12.419644590936311,1.0223390180778748e-35,insufficient_returns,0.0,0.001248357,0.022648357,1.313506128,2.695755167,0.20177044,0.150599264,20.28455285,36.60765527,41.19600976,32.98796053,32.98796053,21.58687943,32.37173988,36.59893404,29.23199923,29.23199923,7.308517345,0.116330489,1.391215828,14.89,33.72332137,1.959261935,33.89192908,66.10807092,1492.962,173.677,0.512674604,0.0,0.0,0.0214,173677000.0,HWBK,,,HWBK,151084769.1545,0.2261735722334014,,151084769.1545,173677000.0,0.0214,1.0,,1.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
HWBK,2020,1665305874.4985769,E_pb,False,1665305874.4985769,291303483.0548306,1025221183.488356,201314000.0,0.1265996761476158,0.0816499190369039,0.1217518678034469,0.022648357,18.416598292399605,4.834621881952967e-76,ok,1.0,-0.119114077,-0.114714077,1.142081616,3.126699771,0.521521316,0.35703824,18.99807322,33.2421466,39.74327998,30.79568551,30.79568551,20.28455285,36.60765527,41.19600976,32.98796053,32.98796053,7.458031013,0.116116053,1.086718481,14.97,33.33802398,1.815002333,40.86619069,59.13380931,1733.731,201.314,0.691079962,0.0,0.0,0.0044,201314000.0,HWBK,,,HWBK,134945424.2496,0.3448903332107902,0.1265996761476158,134945424.2496,201314000.0,0.0044,1.0,0.1265996761476158,2.0,2019.0,2018.0,335375588.5141424,0.0509400433212388,0.0,6.0,converged,10.131177669500934,10.080237626179697,10.080237626179697,3.378126497264476e-24,converged
HWBK,2021,1936786361.911952,E_pb,False,1936786361.911952,300218379.47821856,1219344252.89215,150733000.0,0.093684157926962,0.0734210394817405,0.0922210238893423,-0.114714077,27.20914527553137,2.531315095147969e-163,ok,1.0,0.11170463,0.11210463,1.560879427,1.623427084,0.511744638,0.364023159,17.43215031,26.78474285,34.45086149,25.68754259,25.68754259,18.99807322,33.2421466,39.74327998,30.79568551,30.79568551,7.512917882,0.082298054,1.152288656,14.79,19.1754,1.838854001,33.4255547,66.5744453,1831.55,150.733,0.502077855,0.0,0.0,0.0004,150733000.0,HWBK,,,HWBK,170916295.94688,0.1461720837653891,0.093684157926962,170916295.94688,150733000.0,0.0004,1.0,0.093684157926962,3.0,2020.0,2018.0,321589014.8144524,0.0497907251447929,0.0,9.0,converged,15.251914387480287,15.202123662335492,15.202123662335492,1.711701731858373e-52,converged
HWBK,2022,2048019922.1909704,E_pb,False,2048019922.1909704,407932630.25195664,1399691136.2153225,152673000.0,0.1142494266204479,0.0785623566551119,0.1117736373006943,0.11210463,24.8187962661121,2.8097397759359668e-136,ok,1.0,0.014940762,0.029140762,4.666788391,5.691119256,0.396146356,0.30414438,17.26625006,24.03343673,39.69553073,26.40860601,26.40860601,17.43215031,26.78474285,34.45086149,25.68754259,25.68754259,7.561922517,0.079370847,1.15650691,13.85,19.1754,5.747734852,27.23358307,72.76641693,1923.54,152.673,0.374260328,0.0,0.0,0.0141999999999999,152673000.0,HWBK,,,HWBK,147351930.786968,0.1649882878763609,0.1142494266204479,147351930.786968,152673000.0,0.0141999999999999,1.0,0.1142494266204479,3.0,2021.0,2019.0,297872294.0789455,0.0565170844636043,0.0,6.0,converged,12.105429161905306,12.048912077441702,12.048912077441702,9.826332066718537e-34,converged
HWC,2016,29785709225.113297,E_pb,False,29785709225.113297,2714048061.1736984,14870675637.491629,1661686000.0,0.191261164647664,0.097815291161916,0.1863234679444077,0.044898351,15.92941336801962,1.9802765227927332e-57,insufficient_returns,0.0,0.386130774,0.388130774,2.066514776,5.282384453,0.869266321,0.591036625,21.15270351,19.51383716,47.44027304,26.75736153,26.75736153,18.2821119,22.0309647,44.64052288,26.99794673,26.99794673,10.0847795,0.069308241,1.334866981,13.21,23.11216,2.374597532,37.97502264,62.02497736,23975.302,1661.686,0.612253712,0.0,0.0,0.002,1661686000.0,HWC,,,HWC,3691221920.0,0.2999937484207409,,3691221920.0,1661686000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
HWC,2017,37024139042.88787,E_pb,False,37024139042.88787,3988820781.6942782,18178506148.035385,2009403000.0,0.191261164647664,0.097815291161916,0.1864506758041568,0.388130774,17.899278177472812,5.973009319705753e-72,insufficient_returns,0.0,0.263624481,0.271624481,2.012342043,5.466784971,0.912562609,0.657783777,22.15799615,31.61565146,52.14939373,34.45514487,34.45514487,21.15270351,19.51383716,47.44027304,26.75736153,26.75736153,10.21596294,0.073507341,1.461862931,11.9,23.11216,2.382316467,33.49996723,66.50003277,27336.086,2009.403,0.503758657,0.0,0.0,0.008,2009403000.0,HWC,,,HWC,4239338400.0,0.1796899629702005,,4239338400.0,2009403000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
HWC,2018,25445890834.330643,E_pb,False,25445890834.330643,2953419573.9557047,17491719085.974403,1814121000.0,0.0823823898312068,0.0705955974578017,0.0815979929755787,0.271624481,36.49740715035237,6.095517944402344e-292,ok,0.0,-0.369765306,-0.351665306,2.059109201,7.430782642,1.189126679,0.809886248,57.52059938,47.44618911,54.81857573,46.49523475,46.49523475,22.15799615,31.61565146,52.14939373,34.45514487,34.45514487,10.24834974,0.064248724,0.963064754,11.99,23.76586,2.986799039,38.05150624,61.94849376,28235.907,1814.121,0.614244253,0.0,0.0,0.0181,1814121000.0,HWC,,,HWC,2967536880.0,0.2262408862190117,0.0823823898312068,2967536880.0,1814121000.0,0.0181,1.0,0.0823823898312068,2.0,2017.0,2016.0,4749117667.197952,0.0514775159268209,0.0,5.0,converged,19.07206949050172,19.0205919745749,19.0205919745749,5.75878804549192e-81,converged
HWC,2019,30622642756.82672,E_pb,False,30622642756.82672,4348333343.593333,18236036503.84124,2948334000.0,0.3977776001047305,0.1494444000261826,0.3759680107554574,-0.351665306,5.3464132733958785,4.4857118628457406e-08,ok,0.0,0.079035355,0.100435355,1.469326697,6.714253473,1.416170564,0.928604526,57.35760421,45.47800188,53.84212784,45.43543722,45.43543722,57.52059938,47.44618911,54.81857573,46.49523475,46.49523475,10.32878003,0.096348401,1.10741264,11.9,22.56295,1.820154355,40.40658372,59.59341628,30600.757,2948.334,0.678037714,0.0,0.0,0.0214,2948334000.0,HWC,,,HWC,3758023616.0,0.3053505360013853,0.3977776001047305,3758023616.0,2948334000.0,0.0214,1.0,0.3977776001047305,3.0,2018.0,2016.0,6643908803.932079,0.2250118234039978,0.0,6.0,converged,3.8183565105870625,3.5933446871830648,3.5933446871830648,0.0001632301358297,converged
HWC,2020,27104785336.903717,E_pb,False,27104785336.903717,1449342604.1631715,13948893172.797155,2045835000.0,0.3220224844933932,0.1305056211233483,0.308581538892773,0.100435355,8.78048069874017,8.138872424168636e-19,ok,1.0,-0.250201894,-0.245801894,0.84206665,5.042934389,1.605911165,0.75486395,56.05603001,42.46077458,58.35973538,45.65598635,45.65598635,57.35760421,45.47800188,53.84212784,45.43543722,45.43543722,10.42342956,0.060818074,0.857942748,13.22,20.12968,1.181907287,58.53307705,41.46692295,33638.602,2045.835,1.411560658,0.0,0.0,0.0044,2045835000.0,HWC,,,HWC,2913581664.0000005,0.6614962747139161,0.3220224844933932,2913581664.0000005,2045835000.0,0.0044,1.0,0.3220224844933932,3.0,2019.0,2017.0,4950434599.716853,0.189526719010052,0.0,6.0,converged,4.780484487225988,4.590957768215936,4.590957768215936,2.206083078275654e-06,converged
HWC,2021,40930933217.93808,E_pb,False,40930933217.93808,8747433293.674519,29986191806.473507,1909281000.0,0.2364608150314432,0.1091152037578608,0.2307853402357026,-0.245801894,12.298518099357622,4.6125538436603637e-35,ok,1.0,0.327685687,0.328085687,1.396231765,1.491174158,1.601313257,1.35919056,52.66927329,40.60001398,35.98309278,36.68356301,36.68356301,56.05603001,42.46077458,58.35973538,45.65598635,45.65598635,10.50592211,0.052264386,1.182225841,12.84,18.38576,1.380796599,17.91622585,82.08377415,36531.205,1909.281,0.218267569,0.0,0.0,0.0004,1909281000.0,HWC,,,HWC,4339184980.0,0.2289108023918456,0.2364608150314432,4339184980.0,1909281000.0,0.0004,1.0,0.2364608150314432,3.0,2020.0,2018.0,6247702420.3223505,0.1642279269930157,0.0,5.0,converged,7.3030968604399185,7.138868933446902,7.138868933446902,4.705100314949378e-13,converged
HWC,2022,41144182448.327515,E_pb,False,41144182448.327515,10647249925.620071,29356851484.45938,2113348000.0,0.2889786214355743,0.1222446553588935,0.2808328283195957,0.328085687,11.777647509638076,2.5446852201459096e-32,ok,1.0,0.022839918,0.037039918,4.00203462,9.305813162,1.371478383,1.178595216,50.29852851,41.31731443,41.28776171,38.95045508,38.95045508,52.66927329,40.60001398,35.98309278,36.68356301,36.68356301,10.46834174,0.060065897,1.244136347,12.97,17.54897,4.816348653,16.56151233,83.43848767,35183.825,2113.348,0.198487686,0.0,0.0,0.0141999999999999,2113348000.0,HWC,,,HWC,4158684990.0,0.3625213087135124,0.2889786214355743,4158684990.0,2113348000.0,0.0141999999999999,1.0,0.2889786214355743,3.0,2021.0,2019.0,6242235510.506251,0.1925225438095272,0.0,5.0,converged,5.795671489431013,5.603148945621485,5.603148945621485,1.0524609740312496e-08,converged
HWC,2023,37709320414.993515,E_pb,False,37709320414.993515,5814546735.792519,28709699831.944595,1391146000.0,0.2869535635761404,0.1217383908940351,0.2810754130656931,0.037039918,11.859965677982654,9.552671278479308e-33,ok,1.0,0.002373022,0.051873022,4.082211792,8.042068989,1.400178025,1.169479177,46.38328594,38.02714733,43.35416577,37.95162812,37.95162812,50.29852851,41.31731443,41.28776171,38.95045508,38.95045508,10.47949885,0.039100669,1.103017212,13.93,17.54897,4.900306865,19.30620761,80.69379239,35578.573,1391.146,0.239252699,0.0,0.0,0.0495,1391146000.0,HWC,,,HWC,4195503550.000001,0.4691496415747537,0.2869535635761404,4195503550.000001,1391146000.0,0.0495,1.0,0.2869535635761404,3.0,2022.0,2020.0,5519464373.918365,0.2181216533211374,0.0,5.0,converged,6.654275078613497,6.43615342529236,6.43615342529236,6.126958675332639e-11,converged
IBCP,2019,4997427846.185744,E_pb,False,4997427846.185744,593576730.7764628,2931940932.2062764,128102000.0,0.191261164647664,0.097815291161916,0.1889256786307053,0.044898351,19.670244318360595,1.9395356832334373e-86,insufficient_returns,0.0,0.0071401,0.0285401,1.579465323,4.408688869,0.51613446,0.449072913,22.06022092,33.44864383,80.00530617,45.64813376,45.64813376,21.58687943,38.43670344,70.41860982,44.41530444,44.41530444,8.178833495,0.035936324,1.454181307,13.74,30.80453,2.248689474,17.75055777,82.24944223,3564.694,128.102,0.215813716,0.0,0.0,0.0214,128102000.0,IBCP,,,IBCP,469328385.0,0.199775733789378,,469328385.0,128102000.0,0.0214,1.0,,0.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
IBCP,2020,4243620715.363932,E_pb,False,4243620715.363932,380045908.1710499,3268233102.0384693,108817000.0,0.191261164647664,0.097815291161916,0.1889248877655838,0.0285401,19.581949347100423,1.1021082864113254e-85,insufficient_returns,1.0,-0.262829126,-0.258429126,1.523183478,6.137150692,1.049928099,0.876309626,20.85479836,27.37975615,60.24463908,35.53579754,35.53579754,22.06022092,33.44864383,80.00530617,45.64813376,45.64813376,8.343794824,0.025884078,1.036243617,15.95,30.80453,2.491620238,22.25920562,77.74079438,4204.013,108.817,0.286325935,0.0,0.0,0.0044,108817000.0,IBCP,,,IBCP,382715023.0,0.5461736055723696,,382715023.0,108817000.0,0.0044,1.0,,1.0,2019.0,2019.0,,,,,no_sigma_E,,,,,no_sigma_E
IBCP,2021,5828315610.590692,E_pb,False,5828315610.590692,632289205.8028479,4013177108.24222,108958000.0,0.2029178856964548,0.1007294714241137,0.2010425728891716,-0.258429126,18.50058221247409,1.0212778257351135e-76,ok,1.0,0.235342082,0.235742082,1.909916427,1.604979406,1.062485399,0.933203427,19.0205481,26.176116,60.20117432,34.88450557,34.88450557,20.85479836,27.37975615,60.24463908,35.53579754,35.53579754,8.45632579,0.023159197,1.268188006,14.53,19.60699,2.125591184,14.6992797,85.3007203,4704.74,108.958,0.172323043,0.0,0.0,0.0004,108958000.0,IBCP,,,IBCP,505352629.32,0.2227430629183468,0.2029178856964548,505352629.32,108958000.0,0.0004,1.0,0.2029178856964548,2.0,2020.0,2019.0,614267054.8779243,0.1669389426035135,0.0,8.0,converged,10.445744819004124,10.27880587640061,10.27880587640061,4.390437408584628e-25,converged
