instrument,year,a_E,a_E_source,a_weak_E_proxy,a_E_pb,a_E_de,a_E_wacc,a_F,a_sigma_E,a_sigma_D_hat,a_sigma_V_hat,a_mu_hat,DD_a,PD_a,a_naive_status,m_covid,m_rit_rf,m_rit,m_new_wacc,"m_weighted_average_cost_of_capital,_(%)",m_beta_levered,m_beta_unlevered,m_environmental_pillar_score,m_social_pillar_score,m_governance_pillar_score,m_esg_score,m_esg_combined_score,m_environmental_pillar_score_1,m_social_pillar_score_1,m_governance_pillar_score_1,m_esg_score_1,m_esg_combined_score_1,m_lnta,m_td/ta,m_price_to_book_value_per_share,m_capital_adequacy_total_(%),"m_wacc_tax_rate,_(%)","m_wacc_cost_of_debt,_(%)","m_wacc_debt_weight,_(%)","m_wacc_equity_weight,_(%)",m_total_assets,m_debt_total,m_d/e,m_dummylarge,m_dummymid,m_rf,m_F,m_ticker_prefix,m_date,m_Month,m_symbol,m_market_cap,m_equity_volatility,m_equity_vol,m_E_t,m_F_t,m_rf_t,m_T,m_sigma_E_tminus1,m_sigmaE_count,m_sigmaE_window_end_year,m_sigmaE_window_start_year,m_asset_value,m_asset_vol,m_solver_cost,m_nfev,m_status_flag,m_d1,m_d2,DD_m,PD_m,m_solver_status
ASB,2019,26642421482.82011,E_pb,False,26642421482.82011,15219372903.967216,,4195423000.0,0.3159881129407607,0.1289970282351902,0.2905483745048999,-0.27995053,5.7566619583516205,4.2896734477403775e-09,ok,0.0,0.025128639,0.046528639,1.602613937,7.344833488,1.212277798,1.016668937,51.40386566,65.72278597,46.00551841,51.79833238,51.79833238,49.46342334,54.75894649,35.5374195,42.02091281,42.02091281,10.38549627,0.129542428,0.945066493,13.21,30.20409,2.246902417,20.36161662,73.86407441,32386.478,4195.423,0.275663329,0.0,0.0,0.0214,4195423000.0,ASB,,,ASB,3654452400.0,0.2639394188551208,0.3159881129407607,3654452400.0,4195423000.0,0.0214,1.0,0.3159881129407607,3.0,2018.0,2016.0,7761045514.707595,0.1487906884911056,0.0,8.0,converged,4.352370624077504,4.203579935586398,4.203579935586398,1.3136315517404148e-05,converged
ASB,2020,21703507651.020733,E_pb,False,21703507651.020733,2656033338.405261,,2434505000.0,0.2426940389470795,0.1106735097367699,0.2293787489473639,0.046528639,10.08927714640292,3.0810805398330094e-24,ok,1.0,-0.240059316,-0.235659316,1.458704485,5.277634893,1.219278569,0.736506911,49.67131823,62.29109343,46.61129568,50.34298772,50.34298772,51.40386566,65.72278597,46.00551841,51.79833238,51.79833238,10.41690331,0.072846224,0.700445794,14.02,28.48654,2.196761976,43.66962993,47.64335788,33419.783,2434.505,0.916594293,0.0,0.0,0.0044,2434505000.0,ASB,,,ASB,2827060500.0,0.4061003603466611,0.2426940389470795,2827060500.0,2434505000.0,0.0044,1.0,0.2426940389470795,3.0,2019.0,2017.0,5250877209.59837,0.1306659276575547,0.0,8.0,converged,5.981578412039071,5.850912484381516,5.850912484381516,2.444417134027755e-09,converged
ASB,2021,28949505738.033516,E_pb,False,28949505738.033516,12750926542.02518,,2224633000.0,0.1770971491280075,0.0942742872820018,0.1711867862735472,-0.235659316,13.959518631235529,1.376434263505768e-44,ok,1.0,0.244409493,0.244809493,1.366752365,1.922769597,1.134023776,0.998924739,51.67527036,72.07186715,43.24541309,54.76490108,54.76490108,49.67131823,62.29109343,46.61129568,50.34298772,50.34298772,10.46607757,0.063372179,0.880469596,13.1,22.48194681,1.50709914,14.14496048,81.07465475,35104.253,2224.633,0.174468341,0.0,0.0,0.0004,2224633000.0,ASB,,,ASB,3373650260.19,0.2057484426677272,0.1770971491280075,3373650260.19,2224633000.0,0.0004,1.0,0.1770971491280075,3.0,2020.0,2018.0,5597393584.95496,0.1067396521811075,0.0,6.0,converged,8.701600179856385,8.594860527675277,8.594860527675277,4.168299498804901e-18,converged
ASB,2022,31117832056.516445,E_pb,False,31117832056.516445,29250855651.592705,,5173869000.0,0.2414524160961223,0.1103631040240305,0.222763875514767,0.244809493,9.732125307267015,1.0997433223998462e-22,ok,1.0,0.049694395,0.063894395,3.81532284,7.862610266,1.016004267,0.889902202,50.5324411,72.6085666,66.2694704,63.4980147,63.4980147,51.67527036,72.07186715,43.24541309,54.76490108,54.76490108,10.58166644,0.131297387,0.909031349,11.33,19.88698746,4.698168963,14.25072667,80.56755007,39405.727,5173.869,0.176879236,0.0,0.0,0.0141999999999999,5173869000.0,ASB,,,ASB,3473752398.71,0.3370796088583103,0.2414524160961223,3473752398.71,5173869000.0,0.0141999999999999,1.0,0.2414524160961223,3.0,2021.0,2019.0,8574671621.807021,0.0978166840345095,0.0,6.0,converged,5.358758477208831,5.260941793174321,5.260941793174321,7.165970127491573e-08,converged
ASB,2023,31015243041.834812,E_pb,False,31015243041.834812,7391286291.184422,,2808243000.0,0.2426633384204337,0.1106658346051084,0.2317040580657008,0.063894395,10.900315792655746,5.742897950272507e-28,ok,1.0,-0.029892899,0.019607101,3.991673675,6.725299121,1.021308211,0.782368264,42.74738517,87.9108311,68.07526008,70.3186843,70.3186843,50.5324411,72.6085666,66.2694704,63.4980147,63.4980147,10.62171398,0.068467255,0.811755601,12.21,19.61724684,4.949070387,26.11070038,68.72327702,41015.855,2808.243,0.379939687,0.0,0.0,0.0495,2808243000.0,ASB,,,ASB,3230674456.86,0.462556337904254,0.2426633384204337,3230674456.86,2808243000.0,0.0495,1.0,0.2426633384204337,3.0,2022.0,2020.0,5903293805.312357,0.1328014972401579,0.0,7.0,converged,6.033588339198917,5.900786841958759,5.900786841958759,1.8088602871089611e-09,converged
ATLO,2018,1913791393.5271568,E_pb,False,1913791393.5271568,287038269.78836346,1220632218.3523097,55274486.0,0.191261164647664,0.097815291161916,0.1886380057785529,0.044898351,19.08475069080922,1.690430060898448e-81,insufficient_returns,0.0,-0.163846779,-0.145746779,1.610707381,5.941922712,0.626006246,0.54967526,21.58687943,28.33782733,17.88252276,20.49327055,20.49327055,22.15799615,28.29339618,22.36902311,22.08637282,22.08637282,7.283233474,0.0379714,1.36659084,16.1,27.88763,2.403082714,16.14736382,83.85263618,1455.687351,55.274486,0.19256835,0.0,0.0,0.0181,55274486.0,ATLO,,,ATLO,226633535.2,0.1923801560827518,,226633535.2,55274486.0,0.0181,1.0,,0.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
ATLO,2019,2331780300.2650714,E_pb,False,2331780300.2650714,237765246.2923734,1450292636.9875703,47033570.0,0.191261164647664,0.097815291161916,0.1894135661084335,-0.145746779,19.849740518913993,5.538575258830014e-88,insufficient_returns,0.0,0.005117159,0.026517159,1.192711468,4.631537351,0.577518997,0.505421084,20.28455285,20.75660816,20.42767696,17.64924135,17.64924135,21.58687943,28.33782733,17.88252276,20.49327055,20.49327055,7.46001983,0.027074628,1.379630074,14.3,27.88763,1.62326315,16.51466482,83.48533518,1737.182505,47.03357,0.197815159,0.0,0.0,0.0214,47033570.0,ATLO,,,ATLO,250170613.6,0.1760142823776669,,250170613.6,47033570.0,0.0214,1.0,,1.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
ATLO,2021,2244257621.94151,E_pb,False,2244257621.94151,249112679.59878364,1823391220.4980247,42851000.0,0.1218089987136989,0.0804522496784247,0.1210341434943582,0.026517159,33.01966798752453,2.1204815713760303e-239,ok,1.0,0.124208575,0.124608575,0.8943287,1.438478915,0.716913121,0.630735118,17.43215031,18.39276359,24.56155549,17.96497072,17.96497072,20.28455285,20.75660816,20.42767696,17.64924135,17.64924135,7.667177441,0.020051557,1.071659029,14.8,20.57005,0.992080076,14.67682555,85.32317445,2137.041,42.851,0.172014528,0.0,0.0,0.0004,42851000.0,ATLO,,,ATLO,222667169.83,0.1558160165871657,0.1218089987136989,222667169.83,42851000.0,0.0004,1.0,0.1218089987136989,2.0,2020.0,2019.0,265501032.86099073,0.1021572890878193,0.0,7.0,converged,17.90873486484925,17.80657757576143,17.80657757576143,3.1418233786511136e-71,converged
ATLO,2022,2926360539.54937,E_pb,False,2926360539.54937,387518909.30900246,1770378343.4479122,79796000.0,0.1368629531469456,0.0842157382867364,0.1354654753038207,0.124608575,27.640824245969355,1.7989014143735803e-168,ok,1.0,0.028534044,0.042734044,3.694093948,5.996126898,0.528090272,0.453858036,15.8938172,17.13352444,23.06238361,16.80068622,16.80068622,17.43215031,18.39276359,24.56155549,17.96497072,17.96497072,7.666187265,0.037376471,1.423929649,14.1,20.57005,4.606142801,17.07542353,82.92457647,2134.926,79.796,0.205915113,0.0,0.0,0.0141999999999999,79796000.0,ATLO,,,ATLO,212305062.87,0.1044412650534659,0.1368629531469456,212305062.87,79796000.0,0.0141999999999999,1.0,0.1368629531469456,3.0,2021.0,2019.0,290975966.75769955,0.0998594426759373,0.0,5.0,converged,13.1480130108452,13.048153568169264,13.048153568169264,3.255311502289351e-39,converged
ATLO,2023,2304384339.930012,E_pb,False,2304384339.930012,402887236.2928476,1530331033.8851311,164582000.0,0.0525806556293254,0.0631451639073313,0.0532848887625564,0.042734044,51.59925070862384,0.0,ok,1.0,-0.025727273,0.023772727,3.584683608,5.484925721,0.575283642,0.434347974,14.03688525,16.48253531,28.7092158,18.5106552,18.5106552,15.8938172,17.13352444,23.06238361,16.80068622,16.80068622,7.675769179,0.076355115,1.157459188,14.0,20.57005,4.491763673,29.00280569,70.99719431,2155.481,164.582,0.408506364,0.0,0.0,0.0495,164582000.0,ATLO,,,ATLO,191892843.78,0.3006420859970244,0.0525806556293254,191892843.78,164582000.0,0.0495,1.0,0.0525806556293254,3.0,2022.0,2020.0,348526382.11820054,0.0289500374818669,0.0,8.0,converged,27.641555070194222,27.61260503271236,27.61260503271236,3.926698877583527e-168,converged
AUB,2016,11578875069.819904,E_pb,False,11578875069.819904,1247209548.629522,4697619235.497322,990089000.0,0.191261164647664,0.097815291161916,0.1839001975130864,0.044898351,13.970511133913517,1.1796367496407845e-44,insufficient_returns,0.0,0.311665117,0.313665117,1.491839278,5.410668161,1.096554491,0.694260541,21.15270351,32.46773657,45.93714448,32.64136935,32.64136935,18.2821119,29.31857732,41.34191176,29.42510259,29.42510259,9.039171552,0.117492977,1.556990176,13.56,27.00616,1.804238285,44.25377204,55.74622796,8426.793,990.089,0.793843345,0.0,0.0,0.002,990089000.0,AUB,,,AUB,5091806320.0,0.2672947813261592,,5091806320.0,990089000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
AUB,2017,12241929139.895494,E_pb,False,12241929139.895494,3934838645.571807,7111356164.224868,1219414000.0,0.191261164647664,0.097815291161916,0.182796243637439,0.313665117,14.761843685776771,1.2906336313427806e-49,insufficient_returns,0.0,0.201013932,0.209013932,2.032469539,7.265477598,1.251939168,1.017848911,22.15799615,38.02659317,48.27613818,36.24059996,36.24059996,21.15270351,32.46773657,45.93714448,32.64136935,32.64136935,9.139400499,0.130906126,1.512139883,12.43,25.78772,2.523713017,23.65840566,76.34159434,9315.179,1219.414,0.309901907,0.0,0.0,0.008,1219414000.0,AUB,,,AUB,5153067560.0,0.2106469917643961,,5153067560.0,1219414000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
AUB,2018,11622155514.620571,E_pb,False,11622155514.620571,7105073721.737109,11037322388.10671,1756278000.0,0.0739995625727078,0.0684998906431769,0.073277583216418,0.209013932,30.524700814305003,6.1270845562368185e-205,ok,0.0,-0.293065182,-0.274965182,2.418130227,9.698229379,1.357275064,1.146883846,21.58687943,36.96643062,56.48567622,38.67019303,38.67019303,22.15799615,38.02659317,48.27613818,36.24059996,36.24059996,9.529927933,0.127584568,0.967761251,12.88,25.7864,3.555411151,19.81952701,80.18047299,13765.599,1756.278,0.247186457,0.0,0.0,0.0181,1756278000.0,AUB,,,AUB,4021871640.0,0.2886847839731961,0.0739995625727078,4021871640.0,1756278000.0,0.0181,1.0,0.0739995625727078,2.0,2017.0,2016.0,5746646967.4312935,0.0517896338120635,0.0,5.0,converged,23.264517355818494,23.21272772200643,23.21272772200643,1.6934626033415322e-119,converged
AUB,2019,19184512653.880463,E_pb,False,19184512653.880463,12548874979.333187,15672450732.459509,1513748000.0,0.3140258169352106,0.1285064542338026,0.3004580312672936,-0.274965182,7.63953045201729,1.090076702602202e-14,ok,0.0,0.055218101,0.076618101,1.770958296,9.389811279,1.453559934,1.333665483,24.58568943,37.16460784,58.18893883,40.00102714,40.00102714,21.58687943,36.96643062,56.48567622,38.67019303,38.67019303,9.773549126,0.086189652,1.195353192,12.63,25.47476,2.284578519,10.76433607,89.23566393,17562.99,1513.748,0.120628184,0.0,0.0,0.0214,1513748000.0,AUB,,,AUB,5349673400.0,0.2883792566935299,0.3140258169352106,5349673400.0,1513748000.0,0.0214,1.0,0.3140258169352106,3.0,2018.0,2016.0,6831371351.41626,0.2459148351844511,0.0,5.0,converged,6.337859992039061,6.091945156854609,6.091945156854609,5.577345115267316e-10,converged
AUB,2020,17979962325.969467,E_pb,False,17979962325.969467,2329772907.962444,14374344690.968678,851338000.0,0.2501250499714971,0.1125312624928742,0.2439046181469919,0.076618101,12.887578100584008,2.643922585198933e-38,ok,1.0,-0.221826346,-0.217426346,1.631227443,7.542689553,1.399704118,1.09936138,46.90029505,47.58773776,66.23273531,51.47848382,51.47848382,24.58568943,37.16460784,58.18893883,40.00102714,40.00102714,9.884735272,0.043372658,0.957546788,14.0,25.23674,2.394830744,26.7602705,73.23219828,19628.449,851.338,0.365416731,0.0,0.0,0.0044,851338000.0,AUB,,,AUB,4692895920.0,0.4612051606926693,0.2501250499714971,4692895920.0,851338000.0,0.0044,1.0,0.2501250499714971,3.0,2019.0,2017.0,5540496261.816831,0.2118602356988856,0.0,7.0,converged,8.96757476756212,8.755714531863234,8.755714531863234,1.0140722854691314e-18,converged
AUB,2021,20353783583.904926,E_pb,False,20353783583.904926,3636992731.603177,17570534888.82926,516071000.0,0.188584048169876,0.097146012042469,0.1863229629978355,-0.217426346,18.596914488701422,1.7017086602274527e-77,ok,1.0,0.267273684,0.267673684,1.940319051,1.954286097,1.295760005,1.158834543,41.22680564,37.46410325,58.60174607,41.59331874,41.59331874,46.90029505,47.58773776,66.23273531,51.47848382,51.47848382,9.906722116,0.025720222,1.041182153,14.18,16.72862,2.048626992,12.42559677,87.5689685,20064.796,516.071,0.141894977,0.0,0.0,0.0004,516071000.0,AUB,,,AUB,5312631720.0,0.2782857490686469,0.188584048169876,5312631720.0,516071000.0,0.0004,1.0,0.188584048169876,3.0,2020.0,2018.0,5828496332.880832,0.1718929787639291,0.0,4.0,converged,14.191641740635466,14.019748761871538,14.019748761871538,5.90158809555149e-45,converged
AUB,2022,20741661863.042248,E_pb,False,20741661863.042248,5746073353.840969,15752825056.02937,1716988000.0,0.2443653043133737,0.1110913260783434,0.2341763649631784,0.267673684,12.005304809819712,1.666169438182647e-33,ok,1.0,0.03574061,0.04994061,4.116544673,8.159988885,1.030136869,0.824885703,18.32180562,37.28247265,78.92529456,47.27417816,47.27417816,41.22680564,37.46410325,58.60174607,41.59331874,41.59331874,9.926282659,0.08391459,1.106567215,13.7,16.72862,4.897355968,23.0051336,76.98899766,20461.138,1716.988,0.298810665,0.0,0.0,0.0141999999999999,1716988000.0,AUB,,,AUB,5006325520.0,0.2349419714515804,0.2443653043133737,5006325520.0,1716988000.0,0.0141999999999999,1.0,0.2443653043133737,3.0,2021.0,2019.0,6699104580.658849,0.1826172803331564,0.0,5.0,converged,7.624014621339845,7.441397341006689,7.441397341006689,4.981289487374666e-14,converged
AUB,2023,21285261843.83252,E_pb,False,21285261843.83252,2769416699.6261644,14337121674.720118,1318910000.0,0.2429728447722078,0.1107432111930519,0.2352574996921592,0.04994061,12.172179056446703,2.1862573057753735e-34,ok,1.0,-1.06e-05,0.049489421,4.253533245,8.864742726,1.782137427,1.273958912,18.32471056,28.57049582,64.33315585,37.96064396,37.96064396,18.32180562,37.28247265,78.92529456,47.27417816,47.27417816,9.960160707,0.062312091,1.07245196,13.55,16.24051,5.03824835,32.25863537,67.7359361,21166.197,1318.91,0.47624108,0.0,0.0,0.0495,1318910000.0,AUB,,,AUB,5205780720.0,0.4276145023086252,0.2429728447722078,5205780720.0,1318910000.0,0.0495,1.0,0.2429728447722078,3.0,2022.0,2020.0,6460994170.11777,0.1957691521606286,0.0,5.0,converged,8.467321467830493,8.271552315669863,8.271552315669863,6.611299265287993e-17,converged
AUBN,2018,1056785134.1410112,E_pb,False,1056785134.1410112,170101219.8402217,807163056.9128867,2300000.0,0.191261164647664,0.097815291161916,0.1910582295840994,0.044898351,32.23571343335516,2.7893745948473116e-228,insufficient_returns,0.0,-0.144018529,-0.125918529,1.894916628,5.200776627,0.404743464,0.400798657,21.58687943,20.74963797,76.49122807,37.82866254,37.82866254,22.15799615,21.31877976,57.62411348,31.31879561,31.31879561,6.706956464,0.002811471,1.295433843,17.38,27.20876,2.77389873,1.334097291,98.66590271,818.077,2.3,0.013521361,0.0,0.0,0.0181,2300000.0,AUBN,,,AUBN,110610542.0,0.3512279802321563,,110610542.0,2300000.0,0.0181,1.0,,0.0,2017.0,2017.0,,,,,no_sigma_E,,,,,no_sigma_E
AUBN,2019,1589291293.12586,E_pb,False,1589291293.12586,185984364.4388848,823147715.3925871,1069000.0,0.191261164647664,0.097815291161916,0.1911983526929214,-0.125918529,37.45218095271112,2.7675967713558973e-307,insufficient_returns,0.0,0.032419029,0.053819029,1.24622842,4.538365364,0.460326919,0.458408985,20.28455285,30.47859125,63.45113021,37.95978814,37.95978814,21.58687943,20.74963797,76.49122807,37.82866254,37.82866254,6.718867008,0.001291251,1.922196506,18.12,27.20876,1.638544643,0.571494702,99.4285053,827.879,1.069,0.005747795,0.0,0.0,0.0214,1069000.0,AUBN,,,AUBN,185166100.0,0.3904934422633906,,185166100.0,1069000.0,0.0214,1.0,,1.0,2018.0,2018.0,,,,,no_sigma_E,,,,,no_sigma_E
AUBN,2020,1317386342.9220195,E_pb,False,1317386342.9220195,149426248.80707315,941525161.7701864,2392000.0,0.1270936460957104,0.0817734115239276,0.1270115065442644,0.053819029,50.06508846306262,0.0,ok,1.0,-0.046883867,-0.042483867,0.556804247,5.664497732,0.80839996,0.798987645,18.99807322,35.02090883,66.37571731,41.26562901,41.26562901,20.28455285,30.47859125,63.45113021,37.95978814,37.95978814,6.863382195,0.002500531,1.380611444,18.31,26.40944,0.813445029,1.575568208,98.42443179,956.597,2.392,0.016007897,0.0,0.0,0.0044,2392000.0,AUBN,,,AUBN,145652353.0,0.5380768191167822,0.1270936460957104,145652353.0,2392000.0,0.0044,1.0,0.1270936460957104,2.0,2019.0,2018.0,148033851.3207855,0.1250490260834131,0.0,6.0,converged,33.08726101844935,32.96221199236594,32.96221199236594,1.4138603472176285e-238,converged
AUBN,2021,1207762463.740896,E_pb,False,1207762463.740896,124728711.4352064,1075421064.3831248,3448000.0,0.0899455208787004,0.0724863802196751,0.0898958192630073,-0.042483867,64.68661969499244,0.0,ok,1.0,0.094032853,0.094432853,0.89437452,1.501436075,0.61824943,0.604847024,17.43215031,41.7541321,61.44287227,42.82948354,42.82948354,18.99807322,35.02090883,66.37571731,41.26562901,41.26562901,7.007736351,0.003119938,1.096269648,17.06,19.84393,1.001149314,2.69003625,97.30996375,1105.15,3.448,0.027643996,0.0,0.0,0.0004,3448000.0,AUBN,,,AUBN,111599374.5,0.1555516468940082,0.0899455208787004,111599374.5,3448000.0,0.0004,1.0,0.0899455208787004,3.0,2020.0,2018.0,115045995.57580306,0.08725087578147,0.0,4.0,converged,35.0,35.0,35.0,1.1249107064724061e-268,converged
AUBN,2022,1209545987.799916,E_pb,False,1209545987.799916,78851143.47603844,991801151.2013808,2551000.0,0.0703205976148385,0.0675801494037096,0.0703148300207788,0.094432853,88.96533648301678,0.0,ok,1.0,-0.0276647,-0.0134647,3.73841582,6.519271931,0.592065946,0.577050447,17.26625006,36.72224572,49.43761639,36.22874146,36.22874146,17.43215031,41.7541321,61.44287227,42.82948354,42.82948354,6.931362425,0.002491483,1.184277068,16.25,19.56899,4.66419427,3.133824088,96.86617591,1023.888,2.551,0.032352099,0.0,0.0,0.0141999999999999,2551000.0,AUBN,,,AUBN,81192500.10000001,0.2069354382535344,0.0703205976148385,81192500.10000001,2551000.0,0.0141999999999999,1.0,0.0703205976148385,3.0,2021.0,2019.0,83707531.87941742,0.0682077983897693,0.0,8.0,converged,35.0,35.0,35.0,1.1249107064724061e-268,converged
BAC,2016,1638284869691.262,E_pb,False,1638284869691.262,152591835533.70746,,411058000000.0,0.2554984433958481,0.113874610848962,0.2270914792806495,0.183145761,7.767357199926725,4.007030379232972e-15,insufficient_returns,0.0,0.294272614,0.296272614,1.68557989,4.762380718,1.598445255,0.563856359,93.34922256,76.20075905,53.99551693,69.91846793,38.62590063,92.72934151,70.75346278,57.12465537,68.43271701,37.47722807,14.59852906,0.187863534,0.921933918,14.3,31.88739,2.361766859,69.9379706,25.9621837,2188067.0,411058.0,2.693840064,1.0,0.0,0.002,411058000000.0,BAC,,,BAC,166454546585.6,0.3767779001436963,,166454546585.6,411058000000.0,0.002,1.0,,0.0,2015.0,2015.0,,,,,no_sigma_E,,,,,no_sigma_E
BAC,2017,2287691439518.304,E_pb,False,2287691439518.304,261344642538.90335,,436933000000.0,0.2554984433958481,0.113874610848962,0.232787010169055,0.296272614,9.018904140738806,9.499007461325052e-20,insufficient_returns,0.0,0.284169939,0.292169939,1.512839951,4.784765439,1.329092417,0.618955918,94.32511457,91.14427914,48.57815996,75.38431681,41.9684742,93.34922256,76.20075905,53.99551693,69.91846793,38.62590063,14.64022708,0.191533617,1.240411104,14.8,31.375235,2.049993302,60.67678975,36.2928731,2281234.0,436933.0,1.67186515,1.0,0.0,0.008,436933000000.0,BAC,,,BAC,222341095710.72,0.1727893179718755,,222341095710.72,436933000000.0,0.008,1.0,,1.0,2016.0,2016.0,,,,,no_sigma_E,,,,,no_sigma_E
BAC,2018,1880464778825.732,E_pb,False,1880464778825.732,308938904101.1059,,436569000000.0,0.0338580912204317,0.0584645228051079,0.0384943659820084,0.292169939,50.93019836820469,0.0,ok,0.0,-0.268533597,-0.250433597,1.797409796,6.103296922,1.304886603,0.65281828,94.22387632,86.9951807,57.21303111,76.28986619,43.48201175,94.32511457,91.14427914,48.57815996,75.38431681,41.9684742,14.67184192,0.185418434,0.980461714,15.1,29.3161,2.685247043,56.78119783,40.18132536,2354507.0,436569.0,1.413124065,1.0,0.0,0.0181,436569000000.0,BAC,,,BAC,185585521623.04,0.2055262756242115,0.0029010293135044,185585521623.04,436569000000.0,0.0181,1.0,0.0029010293135044,2.0,2017.0,2016.0,614323705397.2078,0.0008763942032573,0.0,6.0,converged,35.0,35.0,35.0,1.1249107064724061e-268,converged
BAC,2019,2583313629922.23,E_pb,False,2583313629922.23,240587582226.15817,,430169000000.0,0.314463328643112,0.128615832160778,0.2879339466846793,-0.250433597,5.747106228062848,4.539184962055031e-09,ok,0.0,0.231232155,0.252632155,1.482562011,5.349237711,1.646262365,0.724091742,93.71635181,92.01588734,78.05375406,86.22948996,48.92282579,94.22387632,86.9951807,57.21303111,76.28986619,43.48201175,14.70507901,0.176727625,1.289136553,14.7,28.77183,1.958150658,62.14512496,34.75691033,2434079.0,430169.0,1.787993362,1.0,0.0,0.0214,430169000000.0,BAC,,,BAC,265272811345.92,0.2786736938655327,0.314463328643112,265272811345.92,430169000000.0,0.0214,1.0,0.314463328643112,3.0,2018.0,2016.0,686333569120.377,0.1215450469328797,0.0,7.0,converged,4.080562876958811,3.9590178300259313,3.9590178300259313,3.762930943263221e-05,converged
