ticker,year,sigma_E_daily,method,days_used,flag,size_bucket,sigma_E_annual,delta,delta_pct,higher_daily
COFS,2023,0.2763545583786452,daily_252,251,,small,0.2819863114600441,-0.005631753081398905,-1.9971725053742166,False
COLB,2016,0.2462318042005297,daily_252,252,,small,0.2197233107694781,0.026508493431051605,12.06448844149399,True
COLB,2017,0.2683896412498471,daily_252,252,,small,0.2490637186048352,0.0193259226450119,7.7594290943974995,True
COLB,2018,0.2343971224564784,daily_252,251,,small,0.2508133851909462,-0.016416262734467807,-6.5452099862891995,False
COLB,2019,0.2470314863001743,daily_252,251,,small,0.2503515082333184,-0.003320021933144124,-1.3261441708791244,False
COLB,2020,0.2400834397382935,daily_252,252,,small,0.2450768508434193,-0.0049934111051258,-2.0374878687812554,False
COLB,2021,0.6608694476412348,daily_252,253,,small,0.3240267885542763,0.3368426590869585,103.95518857865527,True
COLB,2022,0.3616955519681161,daily_252,252,,small,0.335825320551161,0.025870231416955103,7.703478515109145,True
COLB,2023,0.3240179293269639,daily_252,251,,small,0.343833023561761,-0.019815094234797104,-5.7629991527669,False
CPF,2017,0.2568555880621403,daily_252,252,,small,0.2061382213382809,0.0507173667238594,24.603572493540735,True
CPF,2018,0.2623055822563725,daily_252,251,,small,0.1891774632334134,0.07312811902295913,38.65583023107316,True
CPF,2019,0.2315123455034874,daily_252,251,,small,0.1936765091210185,0.0378358363824689,19.53558361526809,True
CPF,2020,0.2012407895560279,daily_252,252,,small,0.1896707899057798,0.011569999650248103,6.100042951260748,True
CPF,2021,0.6808666796967169,daily_252,253,,small,0.348481100112308,0.3323855795844089,95.38123573338358,True
CPF,2022,0.3226903999425043,daily_252,252,,small,0.3621535169281359,-0.0394631169856316,-10.896792421171622,False
CPF,2023,0.3032562488722015,daily_252,251,,small,0.3699481162510839,-0.06669186737888244,-18.027356931753815,False
CTBI,2017,0.2214253945063212,daily_252,252,,small,0.2114250747845222,0.010000319721799017,4.729959174421969,True
CTBI,2018,0.2437731892032042,daily_252,251,,small,0.2040592354436805,0.03971395375952372,19.4619732222238,True
CTBI,2019,0.2245673894940349,daily_252,251,,small,0.2101770311117435,0.014390358382291413,6.846779739047975,True
CUBI,2017,0.3311480906181248,daily_252,252,,small,0.2604070632432925,0.07074102737483229,27.165556300114847,True
